age_group,education_level,marital_status,sex,count
37,Bachelor's degree,With Spouse,Female,111992
37,Bachelor's degree,Divorced,Male,3137
37,Bachelor's degree,Divorced,Female,4777
37,Bachelor's degree,Widowed,Male,57
37,Bachelor's degree,Widowed,Female,209
38,Bachelor's degree,Unmarried,Male,8646
38,Bachelor's degree,Unmarried,Female,8430
38,Bachelor's degree,With Spouse,Male,131761
38,Bachelor's degree,With Spouse,Female,121334
38,Bachelor's degree,Divorced,Male,3662
38,Bachelor's degree,Divorced,Female,5550
38,Bachelor's degree,Widowed,Male,67
38,Bachelor's degree,Widowed,Female,275
39,Bachelor's degree,Unmarried,Male,5625
39,Bachelor's degree,Unmarried,Female,5531
39,Bachelor's degree,With Spouse,Male,102862
39,Bachelor's degree,With Spouse,Female,92877
39,Bachelor's degree,Divorced,Male,2890
39,Bachelor's degree,Divorced,Female,4436
39,Bachelor's degree,Widowed,Male,54
39,Bachelor's degree,Widowed,Female,222
40,Bachelor's degree,Unmarried,Male,3893
40,Bachelor's degree,Unmarried,Female,3982
40,Bachelor's degree,With Spouse,Male,86938
40,Bachelor's degree,With Spouse,Female,77182
40,Bachelor's degree,Divorced,Male,2483
40,Bachelor's degree,Divorced,Female,3826
40,Bachelor's degree,Widowed,Male,68
40,Bachelor's degree,Widowed,Female,224
41,Bachelor's degree,Unmarried,Male,3249
41,Bachelor's degree,Unmarried,Female,3278
41,Bachelor's degree,With Spouse,Male,86099
41,Bachelor's degree,With Spouse,Female,75081
41,Bachelor's degree,Divorced,Male,2437
41,Bachelor's degree,Divorced,Female,3884
41,Bachelor's degree,Widowed,Male,68
41,Bachelor's degree,Widowed,Female,273
42,Bachelor's degree,Unmarried,Male,2509
42,Bachelor's degree,Unmarried,Female,2792
42,Bachelor's degree,With Spouse,Male,77544
42,Bachelor's degree,With Spouse,Female,66322
42,Bachelor's degree,Divorced,Male,2201
42,Bachelor's degree,Divorced,Female,3605
42,Bachelor's degree,Widowed,Male,66
42,Bachelor's degree,Widowed,Female,265
43,Bachelor's degree,Unmarried,Male,1953
43,Bachelor's degree,Unmarried,Female,2096
43,Bachelor's degree,With Spouse,Male,68373
43,Bachelor's degree,With Spouse,Female,56955
43,Bachelor's degree,Divorced,Male,1858
43,Bachelor's degree,Divorced,Female,3252
43,Bachelor's degree,Widowed,Male,62
43,Bachelor's degree,Widowed,Female,262
44,Bachelor's degree,Unmarried,Male,1693
44,Bachelor's degree,Unmarried,Female,1743
44,Bachelor's degree,With Spouse,Male,69904
44,Bachelor's degree,With Spouse,Female,54804
44,Bachelor's degree,Divorced,Male,1976
44,Bachelor's degree,Divorced,Female,3207
44,Bachelor's degree,Widowed,Male,86
44,Bachelor's degree,Widowed,Female,334
45,Bachelor's degree,Unmarried,Male,1481
45,Bachelor's degree,Unmarried,Female,1512
45,Bachelor's degree,With Spouse,Male,65194
45,Bachelor's degree,With Spouse,Female,48957
45,Bachelor's degree,Divorced,Male,1898
45,Bachelor's degree,Divorced,Female,2994
45,Bachelor's degree,Widowed,Male,97
45,Bachelor's degree,Widowed,Female,307
46,Bachelor's degree,Unmarried,Male,1366
46,Bachelor's degree,Unmarried,Female,1408
46,Bachelor's degree,With Spouse,Male,65746
46,Bachelor's degree,With Spouse,Female,47150
46,Bachelor's degree,Divorced,Male,1903
46,Bachelor's degree,Divorced,Female,2985
46,Bachelor's degree,Widowed,Male,113
46,Bachelor's degree,Widowed,Female,380
47,Bachelor's degree,Unmarried,Male,1321
47,Bachelor's degree,Unmarried,Female,1410
47,Bachelor's degree,With Spouse,Male,65270
47,Bachelor's degree,With Spouse,Female,45686
47,Bachelor's degree,Divorced,Male,1910
47,Bachelor's degree,Divorced,Female,3198
47,Bachelor's degree,Widowed,Male,111
47,Bachelor's degree,Widowed,Female,371
48,Bachelor's degree,Unmarried,Male,1193
48,Bachelor's degree,Unmarried,Female,1173
48,Bachelor's degree,With Spouse,Male,63032
48,Bachelor's degree,With Spouse,Female,42254
48,Bachelor's degree,Divorced,Male,1835
48,Bachelor's degree,Divorced,Female,2991
48,Bachelor's degree,Widowed,Male,102
48,Bachelor's degree,Widowed,Female,417
49,Bachelor's degree,Unmarried,Male,1048
49,Bachelor's degree,Unmarried,Female,1027
49,Bachelor's degree,With Spouse,Male,60017
49,Bachelor's degree,With Spouse,Female,40530
49,Bachelor's degree,Divorced,Male,1722
49,Bachelor's degree,Divorced,Female,3044
49,Bachelor's degree,Widowed,Male,123
49,Bachelor's degree,Widowed,Female,462
50,Bachelor's degree,Unmarried,Male,940
50,Bachelor's degree,Unmarried,Female,873
50,Bachelor's degree,With Spouse,Male,58171
50,Bachelor's degree,With Spouse,Female,38025
50,Bachelor's degree,Divorced,Male,1757
50,Bachelor's degree,Divorced,Female,2806
50,Bachelor's degree,Widowed,Male,128
50,Bachelor's degree,Widowed,Female,474
51,Bachelor's degree,Unmarried,Male,699
51,Bachelor's degree,Unmarried,Female,617
51,Bachelor's degree,With Spouse,Male,51077
51,Bachelor's degree,With Spouse,Female,31960
51,Bachelor's degree,Divorced,Male,1482
51,Bachelor's degree,Divorced,Female,2356
51,Bachelor's degree,Widowed,Male,178
51,Bachelor's degree,Widowed,Female,532
52,Bachelor's degree,Unmarried,Male,657
52,Bachelor's degree,Unmarried,Female,585
52,Bachelor's degree,With Spouse,Male,52510
52,Bachelor's degree,With Spouse,Female,31107
52,Bachelor's degree,Divorced,Male,1527
52,Bachelor's degree,Divorced,Female,2327
52,Bachelor's degree,Widowed,Male,188
52,Bachelor's degree,Widowed,Female,575
53,Bachelor's degree,Unmarried,Male,446
53,Bachelor's degree,Unmarried,Female,351
53,Bachelor's degree,With Spouse,Male,37407
53,Bachelor's degree,With Spouse,Female,20635
53,Bachelor's degree,Divorced,Male,977
53,Bachelor's degree,Divorced,Female,1430
53,Bachelor's degree,Widowed,Male,159
53,Bachelor's degree,Widowed,Female,349
54,Bachelor's degree,Unmarried,Male,411
54,Bachelor's degree,Unmarried,Female,316
54,Bachelor's degree,With Spouse,Male,42104
54,Bachelor's degree,With Spouse,Female,22049
54,Bachelor's degree,Divorced,Male,1122
54,Bachelor's degree,Divorced,Female,1535
54,Bachelor's degree,Widowed,Male,186
54,Bachelor's degree,Widowed,Female,455
55,Bachelor's degree,Unmarried,Male,386
55,Bachelor's degree,Unmarried,Female,273
55,Bachelor's degree,With Spouse,Male,42342
55,Bachelor's degree,With Spouse,Female,20521
55,Bachelor's degree,Divorced,Male,1140
55,Bachelor's degree,Divorced,Female,1414
55,Bachelor's degree,Widowed,Male,204
55,Bachelor's degree,Widowed,Female,558
56,Bachelor's degree,Unmarried,Male,341
56,Bachelor's degree,Unmarried,Female,266
56,Bachelor's degree,With Spouse,Male,41803
56,Bachelor's degree,With Spouse,Female,19275
56,Bachelor's degree,Divorced,Male,1096
56,Bachelor's degree,Divorced,Female,1447
56,Bachelor's degree,Widowed,Male,255
56,Bachelor's degree,Widowed,Female,518
57,Bachelor's degree,Unmarried,Male,368
57,Bachelor's degree,Unmarried,Female,272
57,Bachelor's degree,With Spouse,Male,46652
57,Bachelor's degree,With Spouse,Female,21083
57,Bachelor's degree,Divorced,Male,1207
57,Bachelor's degree,Divorced,Female,1597
57,Bachelor's degree,Widowed,Male,311
57,Bachelor's degree,Widowed,Female,655
58,Bachelor's degree,Unmarried,Male,255
58,Bachelor's degree,Unmarried,Female,205
58,Bachelor's degree,With Spouse,Male,29073
58,Bachelor's degree,With Spouse,Female,12516
58,Bachelor's degree,Divorced,Male,840
58,Bachelor's degree,Divorced,Female,963
58,Bachelor's degree,Widowed,Male,230
58,Bachelor's degree,Widowed,Female,448
59,Bachelor's degree,Unmarried,Male,120
59,Bachelor's degree,Unmarried,Female,107
59,Bachelor's degree,With Spouse,Male,14928
59,Bachelor's degree,With Spouse,Female,6711
59,Bachelor's degree,Divorced,Male,454
59,Bachelor's degree,Divorced,Female,497
59,Bachelor's degree,Widowed,Male,133
59,Bachelor's degree,Widowed,Female,267
60,Bachelor's degree,Unmarried,Male,106
60,Bachelor's degree,Unmarried,Female,97
60,Bachelor's degree,With Spouse,Male,15676
60,Bachelor's degree,With Spouse,Female,6892
60,Bachelor's degree,Divorced,Male,447
60,Bachelor's degree,Divorced,Female,497
60,Bachelor's degree,Widowed,Male,171
60,Bachelor's degree,Widowed,Female,324
61,Bachelor's degree,Unmarried,Male,88
61,Bachelor's degree,Unmarried,Female,96
61,Bachelor's degree,With Spouse,Male,12184
61,Bachelor's degree,With Spouse,Female,5233
61,Bachelor's degree,Divorced,Male,338
61,Bachelor's degree,Divorced,Female,396
61,Bachelor's degree,Widowed,Male,162
61,Bachelor's degree,Widowed,Female,298
62,Bachelor's degree,Unmarried,Male,78
62,Bachelor's degree,Unmarried,Female,102
62,Bachelor's degree,With Spouse,Male,13787
62,Bachelor's degree,With Spouse,Female,5989
62,Bachelor's degree,Divorced,Male,360
62,Bachelor's degree,Divorced,Female,444
62,Bachelor's degree,Widowed,Male,193
62,Bachelor's degree,Widowed,Female,358
63,Bachelor's degree,Unmarried,Male,85
63,Bachelor's degree,Unmarried,Female,99
63,Bachelor's degree,With Spouse,Male,15394
63,Bachelor's degree,With Spouse,Female,6597
63,Bachelor's degree,Divorced,Male,375
63,Bachelor's degree,Divorced,Female,436
63,Bachelor's degree,Widowed,Male,254
63,Bachelor's degree,Widowed,Female,417
64,Bachelor's degree,Unmarried,Male,66
64,Bachelor's degree,Unmarried,Female,83
64,Bachelor's degree,With Spouse,Male,13602
64,Bachelor's degree,With Spouse,Female,6035
64,Bachelor's degree,Divorced,Male,339
64,Bachelor's degree,Divorced,Female,403
64,Bachelor's degree,Widowed,Male,247
64,Bachelor's degree,Widowed,Female,424
15,Master's Degree,Unmarried,Male,0
15,Master's Degree,Unmarried,Female,2
15,Master's Degree,With Spouse,Male,0
15,Master's Degree,With Spouse,Female,0
15,Master's Degree,Divorced,Male,0
15,Master's Degree,Divorced,Female,0
15,Master's Degree,Widowed,Male,0
15,Master's Degree,Widowed,Female,0
16,Master's Degree,Unmarried,Male,0
16,Master's Degree,Unmarried,Female,1
16,Master's Degree,With Spouse,Male,0
16,Master's Degree,With Spouse,Female,0
16,Master's Degree,Divorced,Male,0
16,Master's Degree,Divorced,Female,0
16,Master's Degree,Widowed,Male,0
16,Master's Degree,Widowed,Female,0
17,Master's Degree,Unmarried,Male,61
17,Master's Degree,Unmarried,Female,42
17,Master's Degree,With Spouse,Male,0
17,Master's Degree,With Spouse,Female,1
17,Master's Degree,Divorced,Male,0
17,Master's Degree,Divorced,Female,0
17,Master's Degree,Widowed,Male,0
17,Master's Degree,Widowed,Female,0
18,Master's Degree,Unmarried,Male,162
18,Master's Degree,Unmarried,Female,125
18,Master's Degree,With Spouse,Male,0
18,Master's Degree,With Spouse,Female,1
18,Master's Degree,Divorced,Male,0
18,Master's Degree,Divorced,Female,0
18,Master's Degree,Widowed,Male,0
18,Master's Degree,Widowed,Female,0
19,Master's Degree,Unmarried,Male,278
19,Master's Degree,Unmarried,Female,215
19,Master's Degree,With Spouse,Male,0
19,Master's Degree,With Spouse,Female,1
19,Master's Degree,Divorced,Male,0
19,Master's Degree,Divorced,Female,0
19,Master's Degree,Widowed,Male,0
19,Master's Degree,Widowed,Female,0
20,Master's Degree,Unmarried,Male,590
20,Master's Degree,Unmarried,Female,635
20,Master's Degree,With Spouse,Male,1
20,Master's Degree,With Spouse,Female,7
20,Master's Degree,Divorced,Male,0
20,Master's Degree,Divorced,Female,0
20,Master's Degree,Widowed,Male,0
20,Master's Degree,Widowed,Female,0
21,Master's Degree,Unmarried,Male,2847
21,Master's Degree,Unmarried,Female,4100
21,Master's Degree,With Spouse,Male,4
21,Master's Degree,With Spouse,Female,16
21,Master's Degree,Divorced,Male,0
21,Master's Degree,Divorced,Female,0
21,Master's Degree,Widowed,Male,0
21,Master's Degree,Widowed,Female,0
22,Master's Degree,Unmarried,Male,14471
22,Master's Degree,Unmarried,Female,18614
22,Master's Degree,With Spouse,Male,26
22,Master's Degree,With Spouse,Female,55
22,Master's Degree,Divorced,Male,0
22,Master's Degree,Divorced,Female,0
22,Master's Degree,Widowed,Male,0
22,Master's Degree,Widowed,Female,0
23,Master's Degree,Unmarried,Male,23640
23,Master's Degree,Unmarried,Female,31191
23,Master's Degree,With Spouse,Male,74
23,Master's Degree,With Spouse,Female,176
23,Master's Degree,Divorced,Male,1
23,Master's Degree,Divorced,Female,2
23,Master's Degree,Widowed,Male,0
23,Master's Degree,Widowed,Female,1
24,Master's Degree,Unmarried,Male,26127
24,Master's Degree,Unmarried,Female,33261
24,Master's Degree,With Spouse,Male,270
24,Master's Degree,With Spouse,Female,512
24,Master's Degree,Divorced,Male,1
24,Master's Degree,Divorced,Female,4
24,Master's Degree,Widowed,Male,1
24,Master's Degree,Widowed,Female,0
25,Master's Degree,Unmarried,Male,24287
25,Master's Degree,Unmarried,Female,30315
25,Master's Degree,With Spouse,Male,805
25,Master's Degree,With Spouse,Female,1495
25,Master's Degree,Divorced,Male,3
25,Master's Degree,Divorced,Female,3
25,Master's Degree,Widowed,Male,0
25,Master's Degree,Widowed,Female,1
26,Master's Degree,Unmarried,Male,18770
26,Master's Degree,Unmarried,Female,23445
26,Master's Degree,With Spouse,Male,1763
26,Master's Degree,With Spouse,Female,3248
26,Master's Degree,Divorced,Male,7
26,Master's Degree,Divorced,Female,12
26,Master's Degree,Widowed,Male,0
26,Master's Degree,Widowed,Female,1
27,Master's Degree,Unmarried,Male,15335
27,Master's Degree,Unmarried,Female,18860
27,Master's Degree,With Spouse,Male,3494
27,Master's Degree,With Spouse,Female,6434
27,Master's Degree,Divorced,Male,11
27,Master's Degree,Divorced,Female,30
27,Master's Degree,Widowed,Male,0
27,Master's Degree,Widowed,Female,1
28,Master's Degree,Unmarried,Male,12034
28,Master's Degree,Unmarried,Female,14277
28,Master's Degree,With Spouse,Male,5838
28,Master's Degree,With Spouse,Female,9361
28,Master's Degree,Divorced,Male,16
28,Master's Degree,Divorced,Female,47
28,Master's Degree,Widowed,Male,2
28,Master's Degree,Widowed,Female,2
29,Master's Degree,Unmarried,Male,9479
29,Master's Degree,Unmarried,Female,10721
29,Master's Degree,With Spouse,Male,8850
29,Master's Degree,With Spouse,Female,12343
29,Master's Degree,Divorced,Male,32
29,Master's Degree,Divorced,Female,94
29,Master's Degree,Widowed,Male,1
29,Master's Degree,Widowed,Female,0
30,Master's Degree,Unmarried,Male,8698
30,Master's Degree,Unmarried,Female,9760
30,Master's Degree,With Spouse,Male,13130
30,Master's Degree,With Spouse,Female,17997
30,Master's Degree,Divorced,Male,89
30,Master's Degree,Divorced,Female,139
30,Master's Degree,Widowed,Male,1
30,Master's Degree,Widowed,Female,1
31,Master's Degree,Unmarried,Male,6435
31,Master's Degree,Unmarried,Female,7013
31,Master's Degree,With Spouse,Male,15364
31,Master's Degree,With Spouse,Female,19527
31,Master's Degree,Divorced,Male,126
31,Master's Degree,Divorced,Female,238
31,Master's Degree,Widowed,Male,3
31,Master's Degree,Widowed,Female,4
32,Master's Degree,Unmarried,Male,4449
32,Master's Degree,Unmarried,Female,5119
32,Master's Degree,With Spouse,Male,15862
32,Master's Degree,With Spouse,Female,19053
32,Master's Degree,Divorced,Male,153
32,Master's Degree,Divorced,Female,300
32,Master's Degree,Widowed,Male,3
32,Master's Degree,Widowed,Female,5
33,Master's Degree,Unmarried,Male,3455
33,Master's Degree,Unmarried,Female,3917
33,Master's Degree,With Spouse,Male,17589
33,Master's Degree,With Spouse,Female,19914
33,Master's Degree,Divorced,Male,211
33,Master's Degree,Divorced,Female,360
33,Master's Degree,Widowed,Male,3
33,Master's Degree,Widowed,Female,5
34,Master's Degree,Unmarried,Male,2309
34,Master's Degree,Unmarried,Female,2889
34,Master's Degree,With Spouse,Male,16814
34,Master's Degree,With Spouse,Female,17657
34,Master's Degree,Divorced,Male,218
34,Master's Degree,Divorced,Female,386
34,Master's Degree,Widowed,Male,4
34,Master's Degree,Widowed,Female,9
35,Master's Degree,Unmarried,Male,1709
35,Master's Degree,Unmarried,Female,2097
35,Master's Degree,With Spouse,Male,14926
35,Master's Degree,With Spouse,Female,14961
35,Master's Degree,Divorced,Male,263
35,Master's Degree,Divorced,Female,400
35,Master's Degree,Widowed,Male,0
35,Master's Degree,Widowed,Female,8
36,Master's Degree,Unmarried,Male,1422
36,Master's Degree,Unmarried,Female,1781
36,Master's Degree,With Spouse,Male,15926
36,Master's Degree,With Spouse,Female,15077
36,Master's Degree,Divorced,Male,283
36,Master's Degree,Divorced,Female,470
36,Master's Degree,Widowed,Male,3
36,Master's Degree,Widowed,Female,6
37,Master's Degree,Unmarried,Male,1310
37,Master's Degree,Unmarried,Female,1633
37,Master's Degree,With Spouse,Male,16281
37,Master's Degree,With Spouse,Female,15035
37,Master's Degree,Divorced,Male,342
37,Master's Degree,Divorced,Female,545
37,Master's Degree,Widowed,Male,4
37,Master's Degree,Widowed,Female,12
38,Master's Degree,Unmarried,Male,1169
38,Master's Degree,Unmarried,Female,1551
38,Master's Degree,With Spouse,Male,18486
38,Master's Degree,With Spouse,Female,16384
38,Master's Degree,Divorced,Male,426
38,Master's Degree,Divorced,Female,656
38,Master's Degree,Widowed,Male,8
38,Master's Degree,Widowed,Female,15
39,Master's Degree,Unmarried,Male,732
39,Master's Degree,Unmarried,Female,1021
39,Master's Degree,With Spouse,Male,14626
39,Master's Degree,With Spouse,Female,12296
39,Master's Degree,Divorced,Male,345
39,Master's Degree,Divorced,Female,537
39,Master's Degree,Widowed,Male,3
39,Master's Degree,Widowed,Female,23
40,Master's Degree,Unmarried,Male,545
40,Master's Degree,Unmarried,Female,697
40,Master's Degree,With Spouse,Male,12504
40,Master's Degree,With Spouse,Female,9913
40,Master's Degree,Divorced,Male,280
40,Master's Degree,Divorced,Female,402
40,Master's Degree,Widowed,Male,4
40,Master's Degree,Widowed,Female,17
41,Master's Degree,Unmarried,Male,433
41,Master's Degree,Unmarried,Female,604
41,Master's Degree,With Spouse,Male,12067
41,Master's Degree,With Spouse,Female,8878
41,Master's Degree,Divorced,Male,281
41,Master's Degree,Divorced,Female,404
41,Master's Degree,Widowed,Male,6
41,Master's Degree,Widowed,Female,20
42,Master's Degree,Unmarried,Male,347
42,Master's Degree,Unmarried,Female,507
42,Master's Degree,With Spouse,Male,10230
42,Master's Degree,With Spouse,Female,6986
42,Master's Degree,Divorced,Male,256
42,Master's Degree,Divorced,Female,370
42,Master's Degree,Widowed,Male,11
42,Master's Degree,Widowed,Female,14
43,Master's Degree,Unmarried,Male,285
43,Master's Degree,Unmarried,Female,345
43,Master's Degree,With Spouse,Male,8401
43,Master's Degree,With Spouse,Female,5472
43,Master's Degree,Divorced,Male,201
43,Master's Degree,Divorced,Female,311
43,Master's Degree,Widowed,Male,6
43,Master's Degree,Widowed,Female,18
44,Master's Degree,Unmarried,Male,236
44,Master's Degree,Unmarried,Female,313
44,Master's Degree,With Spouse,Male,8008
44,Master's Degree,With Spouse,Female,4752
44,Master's Degree,Divorced,Male,176
44,Master's Degree,Divorced,Female,327
44,Master's Degree,Widowed,Male,9
44,Master's Degree,Widowed,Female,13
45,Master's Degree,Unmarried,Male,199
45,Master's Degree,Unmarried,Female,255
45,Master's Degree,With Spouse,Male,7333
45,Master's Degree,With Spouse,Female,3948
45,Master's Degree,Divorced,Male,179
45,Master's Degree,Divorced,Female,271
45,Master's Degree,Widowed,Male,3
45,Master's Degree,Widowed,Female,12
46,Master's Degree,Unmarried,Male,186
46,Master's Degree,Unmarried,Female,255
46,Master's Degree,With Spouse,Male,7109
46,Master's Degree,With Spouse,Female,3747
46,Master's Degree,Divorced,Male,198
46,Master's Degree,Divorced,Female,249
46,Master's Degree,Widowed,Male,10
46,Master's Degree,Widowed,Female,20
47,Master's Degree,Unmarried,Male,147
47,Master's Degree,Unmarried,Female,210
47,Master's Degree,With Spouse,Male,7197
47,Master's Degree,With Spouse,Female,3834
47,Master's Degree,Divorced,Male,164
47,Master's Degree,Divorced,Female,277
47,Master's Degree,Widowed,Male,9
47,Master's Degree,Widowed,Female,14
48,Master's Degree,Unmarried,Male,123
48,Master's Degree,Unmarried,Female,142
48,Master's Degree,With Spouse,Male,6617
48,Master's Degree,With Spouse,Female,3383
48,Master's Degree,Divorced,Male,188
48,Master's Degree,Divorced,Female,270
48,Master's Degree,Widowed,Male,10
48,Master's Degree,Widowed,Female,27
49,Master's Degree,Unmarried,Male,105
49,Master's Degree,Unmarried,Female,155
49,Master's Degree,With Spouse,Male,6114
49,Master's Degree,With Spouse,Female,2873
49,Master's Degree,Divorced,Male,172
49,Master's Degree,Divorced,Female,277
49,Master's Degree,Widowed,Male,12
49,Master's Degree,Widowed,Female,15
50,Master's Degree,Unmarried,Male,122
50,Master's Degree,Unmarried,Female,110
50,Master's Degree,With Spouse,Male,5615
50,Master's Degree,With Spouse,Female,2623
50,Master's Degree,Divorced,Male,164
50,Master's Degree,Divorced,Female,251
50,Master's Degree,Widowed,Male,11
50,Master's Degree,Widowed,Female,17
51,Master's Degree,Unmarried,Male,65
51,Master's Degree,Unmarried,Female,75
51,Master's Degree,With Spouse,Male,5014
51,Master's Degree,With Spouse,Female,2224
51,Master's Degree,Divorced,Male,134
51,Master's Degree,Divorced,Female,211
51,Master's Degree,Widowed,Male,9
51,Master's Degree,Widowed,Female,33
52,Master's Degree,Unmarried,Male,77
52,Master's Degree,Unmarried,Female,74
52,Master's Degree,With Spouse,Male,4850
52,Master's Degree,With Spouse,Female,2062
52,Master's Degree,Divorced,Male,121
52,Master's Degree,Divorced,Female,209
52,Master's Degree,Widowed,Male,13
52,Master's Degree,Widowed,Female,24
53,Master's Degree,Unmarried,Male,39
53,Master's Degree,Unmarried,Female,36
53,Master's Degree,With Spouse,Male,3383
53,Master's Degree,With Spouse,Female,1319
53,Master's Degree,Divorced,Male,86
53,Master's Degree,Divorced,Female,149
53,Master's Degree,Widowed,Male,10
53,Master's Degree,Widowed,Female,11
54,Master's Degree,Unmarried,Male,60
54,Master's Degree,Unmarried,Female,29
54,Master's Degree,With Spouse,Male,4003
54,Master's Degree,With Spouse,Female,1421
54,Master's Degree,Divorced,Male,110
54,Master's Degree,Divorced,Female,136
54,Master's Degree,Widowed,Male,13
54,Master's Degree,Widowed,Female,19
55,Master's Degree,Unmarried,Male,51
55,Master's Degree,Unmarried,Female,23
55,Master's Degree,With Spouse,Male,4295
55,Master's Degree,With Spouse,Female,1418
55,Master's Degree,Divorced,Male,101
55,Master's Degree,Divorced,Female,146
55,Master's Degree,Widowed,Male,16
55,Master's Degree,Widowed,Female,26
56,Master's Degree,Unmarried,Male,46
56,Master's Degree,Unmarried,Female,20
56,Master's Degree,With Spouse,Male,4302
56,Master's Degree,With Spouse,Female,1357
56,Master's Degree,Divorced,Male,116
56,Master's Degree,Divorced,Female,137
56,Master's Degree,Widowed,Male,15
56,Master's Degree,Widowed,Female,37
57,Master's Degree,Unmarried,Male,37
57,Master's Degree,Unmarried,Female,25
57,Master's Degree,With Spouse,Male,4901
57,Master's Degree,With Spouse,Female,1316
57,Master's Degree,Divorced,Male,138
57,Master's Degree,Divorced,Female,161
57,Master's Degree,Widowed,Male,28
57,Master's Degree,Widowed,Female,33
58,Master's Degree,Unmarried,Male,17
58,Master's Degree,Unmarried,Female,15
58,Master's Degree,With Spouse,Male,2912
58,Master's Degree,With Spouse,Female,802
58,Master's Degree,Divorced,Male,71
58,Master's Degree,Divorced,Female,82
58,Master's Degree,Widowed,Male,9
58,Master's Degree,Widowed,Female,24
59,Master's Degree,Unmarried,Male,14
59,Master's Degree,Unmarried,Female,6
59,Master's Degree,With Spouse,Male,1445
59,Master's Degree,With Spouse,Female,417
59,Master's Degree,Divorced,Male,38
59,Master's Degree,Divorced,Female,40
59,Master's Degree,Widowed,Male,6
59,Master's Degree,Widowed,Female,9
60,Master's Degree,Unmarried,Male,11
60,Master's Degree,Unmarried,Female,7
60,Master's Degree,With Spouse,Male,1362
60,Master's Degree,With Spouse,Female,339
60,Master's Degree,Divorced,Male,46
60,Master's Degree,Divorced,Female,30
60,Master's Degree,Widowed,Male,7
60,Master's Degree,Widowed,Female,9
61,Master's Degree,Unmarried,Male,13
61,Master's Degree,Unmarried,Female,3
61,Master's Degree,With Spouse,Male,1028
61,Master's Degree,With Spouse,Female,247
61,Master's Degree,Divorced,Male,26
61,Master's Degree,Divorced,Female,31
61,Master's Degree,Widowed,Male,12
61,Master's Degree,Widowed,Female,16
62,Master's Degree,Unmarried,Male,11
62,Master's Degree,Unmarried,Female,7
62,Master's Degree,With Spouse,Male,1223
62,Master's Degree,With Spouse,Female,309
62,Master's Degree,Divorced,Male,29
62,Master's Degree,Divorced,Female,23
62,Master's Degree,Widowed,Male,17
62,Master's Degree,Widowed,Female,20
63,Master's Degree,Unmarried,Male,8
63,Master's Degree,Unmarried,Female,14
63,Master's Degree,With Spouse,Male,1320
63,Master's Degree,With Spouse,Female,319
63,Master's Degree,Divorced,Male,36
63,Master's Degree,Divorced,Female,30
63,Master's Degree,Widowed,Male,21
63,Master's Degree,Widowed,Female,24
64,Master's Degree,Unmarried,Male,4
64,Master's Degree,Unmarried,Female,11
64,Master's Degree,With Spouse,Male,1074
64,Master's Degree,With Spouse,Female,285
64,Master's Degree,Divorced,Male,44
64,Master's Degree,Divorced,Female,26
64,Master's Degree,Widowed,Male,11
64,Master's Degree,Widowed,Female,9
15,Doctorate degree holders,Unmarried,Male,1
15,Doctorate degree holders,Unmarried,Female,0
15,Doctorate degree holders,With Spouse,Male,0
15,Doctorate degree holders,With Spouse,Female,0
15,Doctorate degree holders,Divorced,Male,0
15,Doctorate degree holders,Divorced,Female,0
15,Doctorate degree holders,Widowed,Male,0
15,Doctorate degree holders,Widowed,Female,0
16,Doctorate degree holders,Unmarried,Male,0
16,Doctorate degree holders,Unmarried,Female,3
16,Doctorate degree holders,With Spouse,Male,0
16,Doctorate degree holders,With Spouse,Female,0
16,Doctorate degree holders,Divorced,Male,0
16,Doctorate degree holders,Divorced,Female,0
16,Doctorate degree holders,Widowed,Male,0
16,Doctorate degree holders,Widowed,Female,0
17,Doctorate degree holders,Unmarried,Male,1
17,Doctorate degree holders,Unmarried,Female,0
17,Doctorate degree holders,With Spouse,Male,0
17,Doctorate degree holders,With Spouse,Female,0
17,Doctorate degree holders,Divorced,Male,0
17,Doctorate degree holders,Divorced,Female,0
17,Doctorate degree holders,Widowed,Male,0
17,Doctorate degree holders,Widowed,Female,0
18,Doctorate degree holders,Unmarried,Male,1
18,Doctorate degree holders,Unmarried,Female,1
18,Doctorate degree holders,With Spouse,Male,0
18,Doctorate degree holders,With Spouse,Female,0
18,Doctorate degree holders,Divorced,Male,0
18,Doctorate degree holders,Divorced,Female,0
18,Doctorate degree holders,Widowed,Male,0
18,Doctorate degree holders,Widowed,Female,0
19,Doctorate degree holders,Unmarried,Male,49
19,Doctorate degree holders,Unmarried,Female,27
19,Doctorate degree holders,With Spouse,Male,0
19,Doctorate degree holders,With Spouse,Female,0
19,Doctorate degree holders,Divorced,Male,0
19,Doctorate degree holders,Divorced,Female,0
19,Doctorate degree holders,Widowed,Male,0
19,Doctorate degree holders,Widowed,Female,0
20,Doctorate degree holders,Unmarried,Male,69
20,Doctorate degree holders,Unmarried,Female,53
20,Doctorate degree holders,With Spouse,Male,1
20,Doctorate degree holders,With Spouse,Female,1
20,Doctorate degree holders,Divorced,Male,0
20,Doctorate degree holders,Divorced,Female,0
20,Doctorate degree holders,Widowed,Male,0
20,Doctorate degree holders,Widowed,Female,0
21,Doctorate degree holders,Unmarried,Male,157
21,Doctorate degree holders,Unmarried,Female,158
21,Doctorate degree holders,With Spouse,Male,2
21,Doctorate degree holders,With Spouse,Female,2
21,Doctorate degree holders,Divorced,Male,0
