column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_25,column_26,column_27,column_28,column_29
58,2022-07-11 11:34:56.0,7,Western medicine,Zhengzhou Linzhanshan Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,61.0,20.42,1245.62,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
59,2022-07-11 11:34:56.0,7,Western medicine,Zhengzhou Linzhanshan Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,39.0,20.42,796.38,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
60,2022-07-11 12:00:42.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Lactulose Oral Solution,10ml:5g*12 vials,Box,20.0,89.0,1780.0,"Dalian Meiluo Traditional Chinese Medicine Factory Co., Ltd.",Negotiation Table,10200715.0,2021.01.26,Ma Yong,13803836772.0,nan,Lactulose Oral Solution,10ml: 5g*12 vials / box,"Dalian Meiluo Traditional Chinese Medicine Factory Co., Ltd.",Guokong,89.0,nan,"Cash, monthly return 44%, clinical 12",0.44,1696.0,nan
61,2022-07-11 12:00:42.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Lactulose Oral Solution,10ml:5g*12 vials,Box,30.0,89.0,2670.0,"Dalian Meiluo Traditional Chinese Medicine Factory Co., Ltd.",Negotiation Table,10200715.0,2021.01.26,Ma Yong,13803836772.0,nan,Lactulose Oral Solution,10ml: 5g*12 vials / box,"Dalian Meiluo Traditional Chinese Medicine Factory Co., Ltd.",Guokong,89.0,nan,"Cash, monthly return 44%, clinical 12",0.44,1696.0,nan
62,2022-07-12,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Digestive Health Oral Liquid,10ml*12 vials,Box,30.0,44.04,1321.2,"Jichuan Pharmaceutical Group Co., Ltd.",Negotiation Table,10100299.0,2021.04.13,Chen Bin,13803862118.0,nan,Digestive Health Oral Liquid,10ml*6 vials,Jichuan Pharmaceutical,China Resources,44.03,nan,25% monthly return,0.25,1735.0,nan
63,2022-07-12 09:12:56.0,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,5.0,60.0,300.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10100299.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
64,2022-07-12 14:44:09.0,7,Western medicine,Zhengzhou Software Network Company,Progesterone Capsules,50mg*10 tablets*2 strips,Box,200.0,26.63,5326.0,"Zhejiang Xianju Pharmaceutical Co., Ltd.",Negotiation Table,10100299.0,2019.06.25,Pu Bojun,18595678999.0,nan,Progesterone Capsules,50mg*20s,Zhejiang Xianju,"State Control, CRHC",27.66,Small quantity,"Rebate supply price 34%, invoice discount, quarterly rebate",0.34,429.0,nan
65,2022-07-12 15:01:57.0,7,Western medicine,Zhengzhou Software Network Company,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,50.0,60.0,3000.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10100299.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
66,2022-07-13,7,Western medicine,Zhengzhou Software Network Company,Fu Kang Pill,9g*10 bags (Fukang Pills) + 7.5g*2 bags (Tongqi Pills),Box,200.0,81.5,16300.0,"Henan Taifeng Biotechnology Co., Ltd.",Negotiation Table,10100273.0,2020.08.03,Li Yanyan,13623825356.0,nan,Fu Kang Pill,9g*10 bags + 7.5g*2 bags,"Henan Taifeng Biotechnology Co., Ltd.","China Resources, National Control, Provincial Pharmaceutical",81.5,nan,"Cash monthly return, 40%, starting from July 2020",0.4,1616.0,nan
67,2022-07-13 17:00:59.0,7,Western medicine,Zhengzhou Software Network Company,Kangfu Gel,3g*3 pieces,Box,160.0,33.38,5340.8,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100273.0,2020.03.13,Wang Zhiyong,15638450207.0,Modified on 2020.03.13: Return 5 yuan per box,Kangfu Gel,3g*3 pieces,Guizhou Jianxing,"China Resources, National Control",33.38,nan,"According to the monthly flow, it will be returned in cash to the hospital in the following month, 5 yuan per box.",,516.0,nan
68,2022-07-13 17:00:59.0,7,Western medicine,Zhengzhou Software Network Company,Dingkun Dan,7g*3 bottles (honey pills),Box,150.0,79.0,11850.0,"Shanxi Guangyuyuan Guoyao Co., Ltd.",Negotiation Table,10100273.0,2021.12.15,Zhang Shuli,13043978777.0,nan,Dingkun Dan,7g*3 bottles,"Shanxi Guangyuyuan Guoyao Co., Ltd.","Guokong, CRCC, Chongyao",79.3,nan,"Cash monthly return, 15%",0.15,,nan
69,2022-07-13 17:06:22.0,7,Western medicine,Zhengzhou Linzhanshan Community Network,Huoxiang Zhengqi Soft Capsules,0.45g*12粒*2板,Box,20.0,17.0,340.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10100273.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huoxiang Zhengqi Soft Capsules,0.45g*48s,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",36.0,nan,"Cash monthly return 21.25%, 5 yuan per box returned in July 2021",,,nan
70,2022-07-13 18:08:49.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Fulekai Mixture,150ml (1ml: Extract 0.187g),Bottle,240.0,27.4,6576.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
71,2022-07-13 18:17:11.0,7,Western medicine,Zhengzhou Software Network Company,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,100.0,29.25,2925.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
72,2022-07-13 18:17:11.0,7,Western medicine,Zhengzhou Software Network Company,Compound Xueshuantong Capsules,0.5g*30 tablets,Box,300.0,20.55,6165.0,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Compound Xueshuantong Capsules,0.5g*10 tablets*10 strips,Guangdong Zhongsheng,Guokong,21.78,442 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,331.0,nan
73,2022-07-13 18:39:27.0,7,Western medicine,Zhengzhou Linzhanshan Community Network,Fulekai Mixture,150ml (1ml: Extract 0.187g),Bottle,160.0,27.4,4384.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
74,2022-07-13 19:10:41.0,7,Western medicine,Zhengzhou Software Network Company,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,4.0,29.25,117.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
75,2022-07-13 19:10:41.0,7,Western medicine,Zhengzhou Software Network Company,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,6.0,29.25,175.5,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
76,2022-07-14,7,Western medicine,Zhengzhou Meifang Road Community Network,Cefixime Granules,50mg*12 Bags,Box,400.0,25.0,10000.0,"Chengdu Better Pharmaceutical Co., Ltd.",Negotiation Table,10200607.0,2020.05.07,Cheng Yuanli,17337680138.0,nan,Cefixime Granules,50mg*12 Bags,"Chengdu Better (Note: ""倍特"" is translated as ""Better"" based on common transliteration practices for company names)",Guokong,25.0,nan,Cash return monthly return 33.7%,0.337,946.0,nan
77,2022-07-14,7,Western medicine,Zhengzhou Linzhanshan Community Network,Cefixime Granules,50mg*12 Bags,Box,50.0,25.0,1250.0,"Chengdu Better Pharmaceutical Co., Ltd.",Negotiation Table,10200607.0,2020.05.07,Cheng Yuanli,17337680138.0,nan,Cefixime Granules,50mg*12 Bags,"Chengdu Better (Note: ""倍特"" is translated as ""Better"" based on common transliteration practices for company names)",Guokong,25.0,nan,Cash return monthly return 33.7%,0.337,946.0,nan
78,2022-07-14,7,Western medicine,Zhengzhou Software Network Company,Benzalkonium Chloride Solution,150ml:0.15g(0.10%),Bottle,10.0,46.0,460.0,"Guangdong Luosite Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2021.02.08,Zhang Yabo,18638767729.0,nan,Benzalkonium Chloride Solution,0.1%：150ml：0.15g,"Guangdong Luosite Pharmaceutical Co., Ltd.",nan,,No agreement signed,Cash monthly return 7%,0.07,95.0,nan
79,2022-07-14 09:14:10.0,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Huoxiang Zhengqi Soft Capsules,0.45g*12粒*2板,Box,30.0,17.0,510.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200218.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huoxiang Zhengqi Soft Capsules,0.45g*48s,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",36.0,nan,"Cash monthly return 21.25%, 5 yuan per box returned in July 2021",,,nan
80,2022-07-14 09:21:28.0,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Kangfu Gel,3g*3 pieces,Box,40.0,33.38,1335.2,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2020.03.13,Wang Zhiyong,15638450207.0,Modified on 2020.03.13: Return 5 yuan per box,Kangfu Gel,3g*3 pieces,Guizhou Jianxing,"China Resources, National Control",33.38,nan,"According to the monthly flow, it will be returned in cash to the hospital in the following month, 5 yuan per box.",,516.0,nan
81,2022-07-14 09:31:18.0,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Huoxiang Zhengqi Soft Capsules,0.45g*12粒*2板,Box,30.0,17.0,510.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200218.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huoxiang Zhengqi Soft Capsules,0.45g*48s,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",36.0,nan,"Cash monthly return 21.25%, 5 yuan per box returned in July 2021",,,nan
82,2022-07-14 10:07:48.0,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Kangfu Gel,3g*3 pieces,Box,30.0,33.38,1001.4,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2020.03.13,Wang Zhiyong,15638450207.0,Modified on 2020.03.13: Return 5 yuan per box,Kangfu Gel,3g*3 pieces,Guizhou Jianxing,"China Resources, National Control",33.38,nan,"According to the monthly flow, it will be returned in cash to the hospital in the following month, 5 yuan per box.",,516.0,nan
83,2022-07-14 10:07:48.0,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Kangfuyan Capsules,0.4g (herb slice 3.144g) * 24 pieces * 2 strips,Box,30.0,28.0,840.0,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Kangfuyan Capsules,48s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",28.59,nan,0.1,0.1,517.0,nan
84,2022-07-14 10:07:48.0,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,80.0,29.25,2340.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
85,2022-07-14 10:07:48.0,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Fulekai Mixture,150ml (1ml: Extract 0.187g),Bottle,80.0,27.4,2192.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
86,2022-07-14 12:17:45.0,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Red Nucleus Women's Cleansing Solution,150ml,Bottle,30.0,27.14,814.2,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Red Nucleus Women's Cleansing Solution,150ml,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",27.14,nan,0.1,0.1,408.0,nan
87,2022-07-14 12:17:45.0,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Si Mo Tang Oral Liquid,10ml*10 vials,Box,120.0,20.05,2406.0,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
88,2022-07-14 16:36:17.0,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Butylphthalide Sodium Chloride Injection,"100ml: Butylphthalide 25mg, Sodium Chloride 0.9g",Bottle,14.0,139.0,1946.0,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10200127.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Sodium Chloride Injection,100ml/bottle,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",285.3,nan,"60 days return, cash 5%",0.05,1504.0,nan
89,2022-07-15,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Cefixime Granules,50mg*12 Bags,Box,40.0,25.0,1000.0,"Chengdu Better Pharmaceutical Co., Ltd.",Negotiation Table,10200607.0,2020.05.07,Cheng Yuanli,17337680138.0,nan,Cefixime Granules,50mg*12 Bags,"Chengdu Better (Note: ""倍特"" is translated as ""Better"" based on common transliteration practices for company names)",Guokong,25.0,nan,Cash return monthly return 33.7%,0.337,946.0,nan
90,2022-07-15,7,Western medicine,Zhengzhou Linzhanshan Community Network,Amlodipine Besylate Tablets,5mg*7 tablets,Box,100.0,24.01,2401.0,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
91,2022-07-15,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Amlodipine Besylate Tablets,5mg*7 tablets,Box,50.0,24.01,1200.5,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200176.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Amlodipine Besylate Tablets,5mg*7 tablets/box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,19.77,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
92,2022-07-15,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Cefixime Granules,50mg*12 Bags,Box,10.0,25.0,250.0,"Chengdu Better Pharmaceutical Co., Ltd.",Negotiation Table,10200607.0,2020.05.07,Cheng Yuanli,17337680138.0,nan,Cefixime Granules,50mg*12 Bags,"Chengdu Better (Note: ""倍特"" is translated as ""Better"" based on common transliteration practices for company names)",Guokong,25.0,nan,Cash return monthly return 33.7%,0.337,946.0,nan
93,2022-07-15 09:29:45.0,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Atorvastatin Calcium Tablets,10mg*90 tablets*1 bottle (film-coated),Box,30.0,16.2,486.0,"Qilu Pharmaceutical (Hainan) Co., Ltd.",Negotiation Table,10200607.0,2020.03.13,You Junying,13938555051.0,nan,Atorvastatin Calcium Tablets,10mg*7 tablets,Qilu Pharmaceutical,China National Pharmaceutical Group,23.31,nan,0.36,0.36,,nan
94,2022-07-15 16:41:33.0,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Red Nucleus Women's Cleansing Solution,150ml,Bottle,60.0,27.14,1628.4,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Red Nucleus Women's Cleansing Solution,150ml,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",27.14,nan,0.1,0.1,408.0,nan
95,2022-07-15 16:41:33.0,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Xiaoru Sanjie Capsules,0.4g*20 tablets*3 strips,Box,8.0,37.07,296.56,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100084.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Xiaoru Sanjie Capsules,60s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",37.07,nan,0.1,0.1,1022.0,nan
96,2022-07-15 16:41:33.0,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Xiaoru Sanjie Capsules,0.4g*20 tablets*3 strips,Box,11.0,37.07,407.77,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100084.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Xiaoru Sanjie Capsules,60s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",37.07,nan,0.1,0.1,1022.0,nan
97,2022-07-15 16:41:33.0,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Xiaoru Sanjie Capsules,0.4g*20 tablets*3 strips,Box,1.0,37.07,37.07,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100084.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Xiaoru Sanjie Capsules,60s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",37.07,nan,0.1,0.1,1022.0,nan
98,2022-07-15 16:41:33.0,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Compound Xueshuantong Capsules,0.5g*30 tablets,Box,30.0,20.55,616.5,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10100084.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Compound Xueshuantong Capsules,0.5g*10 tablets*10 strips,Guangdong Zhongsheng,Guokong,21.78,442 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,331.0,nan
99,2022-07-15 16:41:33.0,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,100.0,29.25,2925.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100084.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
100,2022-07-15 16:41:33.0,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Fulekai Mixture,150ml (1ml: Extract 0.187g),Bottle,20.0,27.4,548.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
101,2022-07-15 19:13:19.0,7,Western medicine,Zhengzhou Linzhanshan Community Network,Compound Xueshuantong Capsules,0.5g*30 tablets,Box,14.0,20.55,287.7,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Compound Xueshuantong Capsules,0.5g*10 tablets*10 strips,Guangdong Zhongsheng,Guokong,21.78,442 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,331.0,nan
